grid_index,band,frequency(THz),tau_N_RTA(ps),tau_U_RTA(ps),tau_RTA_NU(ps),tau_MC(ps)
607,3,22.1794,156.215,44.465,34.6128,81.0635
607,4,32.7117,20.9167,14.0068,8.38906,83.5801
607,5,40.8145,23.679,117.213,19.6993,187.271
607,6,44.656,23.3706,8.10159,6.01607,438.156
608,1,12.0632,138.712,294.53,94.3001,216.514
608,2,20.0157,99.2193,506.829,82.9756,139.003
608,3,21.9101,155.711,43.8051,34.1874,60.5388
608,4,33.9803,18.4223,11.6398,7.13298,282.668
608,5,40.5096,20.2511,6.5201,4.93214,137.662
608,6,44.563,25.5021,8.39115,6.3137,97.8375
609,1,12.5699,135.771,268.281,90.1487,160.402
609,2,19.6812,160.162,522.228,122.571,222.266
609,3,21.5933,156.716,44.4211,34.6107,38.8221
609,4,35.1793,16.7715,9.01778,5.86453,57.7362
609,5,40.2809,24.6441,39.4484,15.1682,1810.34
609,6,44.3385,28.0483,7.88609,6.15542,53.6073
610,1,11.9288,139.841,303.772,95.7587,101.428
610,2,19.1528,152.689,600.443,121.733,2040.31
610,3,21.9868,96.7962,41.7268,29.1576,44.7335
610,4,34.1955,17.3398,11.5372,6.92776,53.642
610,5,40.2606,26.9574,54.0299,17.9844,3332.16
610,6,44.7337,27.2244,7.47268,5.86329,25.2999
611,1,12.5727,133.054,257.206,87.691,179.486
611,2,19.6787,159.774,521.551,122.306,1021.33
611,3,21.5913,140.518,43.54,33.2403,105.403
611,4,35.2004,16.2887,8.9685,5.7839,126.039
611,5,40.2614,25.8904,46.307,16.6059,994.624
611,6,44.333,28.0779,7.91231,6.17282,146.309
612,1,13.2324,130.919,312.194,92.2387,110.898
612,2,20.5769,130.599,348.6,95.0061,581.469
612,3,21.1674,191.022,51.0631,40.2923,155.177
612,4,36.0427,18.1902,9.41855,6.20547,89.9971
612,5,40.3836,20.1185,19.2482,9.83687,346.267
612,6,43.7845,25.585,7.39967,5.73965,561.066
613,1,13.8855,134.62,330.388,95.6473,344.596
613,2,20.7282,178.085,53.9529,41.4079,89.345
613,3,21.7945,106.745,191.947,68.5971,132.085
613,4,36.7206,18.552,8.52102,5.8391,24.4659
613,5,40.578,21.2938,68.048,16.2186,709.612
613,6,43.1152,19.6185,3.43534,2.92343,65.0162
614,1,14.5114,139.357,297.931,94.9458,752.881
614,2,20.2879,172.605,55.998,42.2809,180.101
614,3,23.2603,130.336,87.842,52.4753,54.593
614,4,37.2513,21.3603,8.5041,6.0825,35.756
614,5,40.7005,17.3971,36.1679,11.7468,1028.07
614,6,42.4313,10.0831,7.23031,4.21085,232.199
615,1,15.0916,148.919,258.708,94.514,11249.3
615,2,19.8613,173.782,60.9498,45.1238,2361.4
615,3,24.8959,144.254,56.4592,40.5776,37.5358
615,4,37.6519,23.9919,7.87974,5.9316,14.2529
615,5,40.3887,7.93612,14.986,5.18847,505.498
615,6,42.0637,12.1686,10.8828,5.74491,1047.31
616,1,15.609,145.289,192.616,82.819,282.864
616,2,19.4644,177.012,69.8906,50.1067,157.305
616,3,26.6193,152.605,43.1499,33.6385,45.0426
616,4,37.8971,27.659,8.30294,6.38595,10.9624
616,5,39.5552,6.26838,11.0496,3.99949,473.832
616,6,42.1221,17.7734,19.253,9.2418,792.17
617,1,16.0449,90.0541,850.064,81.4278,74.8596
617,2,19.1163,76.6811,167.657,52.6161,554.074
617,3,28.3378,88.3719,42.8177,28.8429,33.8989
617,4,37.7026,8.79005,20.5055,6.15262,96.4971
617,5,38.8215,3.88169,56.6821,3.6329,20.112
617,6,42.292,11.121,140.151,10.3034,245.435
619,1,16.3729,139.187,178.106,78.1299,453.727
619,2,18.8449,264.107,70.7969,55.8308,127.405
619,3,29.911,184.711,24.7868,21.8542,28.6513
619,4,36.7667,33.2814,6.08718,5.14598,320.544
619,5,38.7128,6.47737,11.1306,4.09457,75.0261
619,6,42.4363,17.8895,15.3651,8.26573,580.932
620,1,16.5514,110.887,194.894,70.6756,67.7041
620,2,18.6935,390.668,57.6113,50.2073,69.9084
620,3,31.0122,281.797,38.588,33.9403,39.3818
620,4,35.8996,25.5701,3.90631,3.38863,46.6924
620,5,38.7475,6.50374,11.1254,4.10438,75.9091
620,6,42.5167,15.5857,23.5046,9.37154,1167.46
621,1,16.5393,109.671,187.811,69.239,217.129
621,2,18.7042,380.254,59.6921,51.593,63.6061
621,3,30.9984,272.722,38.5045,33.7408,95.8166
621,4,35.9078,24.2038,4.62257,3.8813,23.1262
621,5,38.7555,6.5511,11.2881,4.14534,239.769
621,6,42.5217,15.5002,23.7429,9.37794,338.82
622,1,16.3419,139.593,176.65,77.9751,263.942
622,2,18.8718,263.463,71.7876,56.4156,116.411
622,3,29.8837,182.363,27.842,24.1543,387.611
622,4,36.7654,30.551,6.31833,5.23555,55.184
622,5,38.7486,6.49209,10.6182,4.02883,171.214
622,6,42.4512,17.3775,14.6052,7.9356,2645.97
623,1,16.0037,85.7815,861.295,78.0119,0
623,2,19.1508,77.3553,171.083,53.2695,0
623,3,28.3095,89.0913,42.9911,28.9981,0
623,4,37.6342,9.30906,22.9818,6.62538,0
623,5,38.9288,3.94092,49.7854,3.65184,0
623,6,42.3174,10.9073,150.271,10.1692,0
625,1,15.5638,150.537,194.849,84.9253,512.698
625,2,19.5006,180.715,68.5805,49.7142,152.919
625,3,26.5943,153.986,43.2754,33.7816,387.159
625,4,37.8168,28.1462,8.70357,6.64787,34.5557
625,5,39.6677,5.66328,11.0246,3.74136,104.71
625,6,42.1635,15.8643,17.7089,8.36795,1160.35
626,1,15.0458,157.236,262.401,98.3203,175.534
626,2,19.896,179.021,62.5962,46.3793,82.3606
626,3,24.8755,147.598,56.983,41.1112,105.565
626,4,37.5953,26.1751,8.14258,6.21059,25.2573
626,5,40.4432,8.6724,16.3557,5.66735,239.128
626,6,42.1452,10.6848,9.78012,5.10623,539.093
627,1,14.4668,140.273,300.918,95.6746,71.3313
627,2,20.3197,179.522,57.9102,43.7858,183.25
627,3,23.2446,131.582,87.6421,52.6043,238.1
627,4,37.2162,22.8067,8.68953,6.29217,12.6086
627,5,40.6873,18.694,39.2354,12.6614,803.766
627,6,42.5628,9.89587,6.52436,3.93199,44.034
628,1,13.8431,134.24,332.274,95.6125,147.973
628,2,20.7565,185.673,55.0567,42.4648,33.4945
628,3,21.7827,105.695,191.708,68.1315,324.319
628,4,36.7078,19.5826,8.56697,5.95972,10.9631
628,5,40.5336,20.8986,74.854,16.3374,4359.02
628,6,43.2571,18.2961,2.36455,2.09393,26.4633
629,1,13.1928,130.087,323.985,92.8186,73.5161
629,2,20.5677,132.801,354.06,96.5771,305.129
629,3,21.1921,193.449,50.8996,40.2968,29.6096
629,4,36.0521,18.9851,9.55572,6.35638,42.0703
629,5,40.3181,18.7029,18.0478,9.18476,1232.15
629,6,43.9252,26.9644,7.21107,5.68953,68.1814
630,1,12.5364,134.245,243.296,86.5106,157.92
630,2,19.6703,159.171,521.419,121.946,292.654
630,3,21.6124,142.841,42.9255,33.0066,46.449
630,4,35.2285,17.0689,8.94952,5.87117,13.42
630,5,40.179,25.5515,48.998,16.7939,1015.48
630,6,44.4701,28.4193,7.38315,5.8606,50.7859
631,1,11.8962,139.016,309.029,95.883,75.7912
631,2,19.1434,152.44,592.875,121.262,204.081
631,3,22.0044,152.084,45.119,34.796,47.8999
631,4,34.236,17.7244,11.3423,6.91637,54.2098
631,5,40.1674,26.9814,54.6157,18.0596,2071.78
631,6,44.8658,27.781,7.62724,5.98427,192.823
632,1,11.296,138.919,384.343,102.038,70.5199
632,2,19.008,121.766,535.027,99.1912,188.659
632,3,22.3563,207.769,44.2126,36.4551,54.9071
632,4,33.099,20.5784,12.9969,7.96584,24.2258
632,5,40.2891,24.9126,31.762,13.9617,449.331
632,6,45.1096,23.4262,7.18285,5.49729,180.008
633,1,10.7603,145.793,411.909,107.68,125.56
633,2,19.2414,82.7164,439.847,69.6232,227.683
633,3,22.658,252.118,43.5654,37.1465,67.3664
633,4,31.8636,21.9613,15.3333,9.02917,18.932
633,5,40.5212,25.5538,25.4079,12.7403,831.384
633,6,45.2127,21.7407,6.3338,4.90486,34.2645
634,1,10.3129,148.278,389.642,107.405,124.822
634,2,19.7699,66.2455,416.025,57.1459,414.917
634,3,22.901,269.776,40.7335,35.39,28.729
634,4,30.599,23.9635,14.8708,9.17633,34.0314
634,5,40.8215,25.835,118.513,21.2111,635.582
634,6,45.1997,20.1767,6.8294,5.10236,170.475
635,1,9.9758,157.672,379.495,111.391,148.928
635,2,20.4597,57.8856,311.177,48.8065,84.6731
635,3,23.0788,243.178,43.4484,36.8623,32.7887
635,4,29.4145,23.1415,20.2755,10.807,69.7717
635,5,41.1307,30.3271,110.271,23.7855,744.621
635,6,45.1111,17.3046,4.81946,3.7696,224.848
636,1,9.7669,172.739,379.475,118.704,106.654
636,2,21.0932,57.1023,146.397,41.0793,53.3371
636,3,23.1869,175.535,44.7491,35.6587,25.3272
636,4,28.4977,24.4667,23.9684,12.1075,9.39774
636,5,41.3757,35.523,75.6589,24.1733,35374.5
636,6,45.0048,14.1234,4.05127,3.14821,99.64
637,1,9.69808,178.541,389.226,122.397,120.782
637,2,21.3688,71.2148,92.7207,40.2786,91.3586
637,3,23.2223,221.091,47.6644,39.211,51.2989
637,4,28.1274,25.8321,23.1678,12.2137,28.8585
637,5,41.4826,39.0717,74.5659,25.6378,294.596
637,6,44.9438,9.06804,1.74894,1.46617,38.3447
638,1,9.77342,172.915,381.54,118.989,161.84
638,2,21.1053,57.2687,104.678,37.017,28.9764
638,3,23.1841,155.583,44.8664,34.824,80.7699
638,4,28.4762,24.2862,23.9836,12.067,114.902
638,5,41.414,36.3317,79.382,24.9243,822.358
638,6,44.962,14.2227,4.1755,3.22787,113.278
639,1,9.98858,157.707,375.125,111.029,123.099
639,2,20.477,57.7989,299.891,48.4592,219.181
639,3,23.0733,239.432,45.1471,37.9847,32.7423
639,4,29.3786,23.1043,20.2575,10.7937,107.706
639,5,41.1981,31.2328,115.692,24.5935,39.4105
639,6,45.0347,17.9819,4.96919,3.8933,12.0681
640,1,10.3315,148.053,386.778,107.069,229.577
640,2,19.7873,66.4187,411.035,57.1792,130.706
640,3,22.8927,257.688,41.1509,35.4843,109.473
640,4,30.555,23.8958,14.9441,9.19419,83.0191
640,5,40.9069,26.4146,124.586,21.7939,74.9986
640,6,45.1002,20.2103,7.07263,5.23917,422.846
641,1,10.7841,146.222,402.881,107.284,235.515
641,2,19.2563,83.5024,460.477,70.6846,103.691
641,3,22.6467,241.639,43.7932,37.0741,51.8948
641,4,31.8162,22.2227,15.5158,9.13663,222.47
641,5,40.616,23.9059,28.7924,13.0613,885.787
641,6,45.098,22.4401,5.84058,4.63438,18.9477
642,1,11.3245,139.597,379.216,102.036,207.317
642,2,19.0198,122.699,522.439,99.3631,158.595
642,3,22.3419,197.521,44.1322,36.0725,56.8326
642,4,33.0525,20.3302,13.1215,7.97456,97.3648
642,5,40.3863,23.7256,27.2717,12.6877,1552.41
642,6,44.9846,22.9314,7.49883,5.65091,366.717
643,1,10.6282,138.404,500.902,108.441,114.557
643,2,18.3941,117.129,839.989,102.795,338.939
643,3,22.7292,252.507,45.3708,38.4602,103.009
643,4,31.9783,20.4589,15.4219,8.79342,64.5827
643,5,40.3947,26.6013,32.7987,14.6883,3699.85
643,6,45.248,20.3586,6.24646,4.77989,4617.59
644,1,11.3277,139.838,378.315,102.099,95.3071
644,2,19.0171,122.33,563.51,100.511,1747.72
644,3,22.34,181.553,43.5939,35.1531,66.569
644,4,33.0663,20.1841,13.0718,7.93369,55.2355
644,5,40.379,25.0845,29.4909,13.5549,714.219
644,6,44.973,23.1559,7.55362,5.69566,194.653
645,1,12.0693,139.223,297.789,94.8696,460.397
645,2,20.0107,98.4153,481.728,81.7202,189.562
645,3,21.9061,191.707,45.7683,36.9474,167.019
645,4,34.0123,18.1868,11.495,7.04329,79.2
645,5,40.4863,21.8851,13.3471,8.29079,258.618
645,6,44.5453,25.6968,8.45363,6.36101,242.027
646,1,12.8315,132.021,360.844,96.6574,167.609
646,2,21.3192,82.5284,271.35,63.2818,273.404
646,3,21.4361,150.352,48.0644,36.4213,87.1589
646,4,34.8058,18.8739,10.6219,6.79678,54.9438
646,5,40.6928,19.4782,92.4551,16.0887,1365.49
646,6,43.9672,22.6797,6.62466,5.12706,140.433
647,1,13.595,124.553,355.728,92.2525,275.492
647,2,20.9388,221.709,49.0023,40.1322,254.679
647,3,22.8705,103.888,84.6367,46.6397,115.022
647,4,35.4546,17.7984,8.46733,5.7377,36.7788
647,5,40.9384,18.4337,61.83,14.2001,70.3735
647,6,43.2639,28.427,4.77414,4.08764,431.114
648,1,14.3434,132.955,339.48,95.5384,1057.38
648,2,20.4228,201.472,54.2925,42.7675,96.1059
648,3,24.5874,122.483,64.6042,42.2954,47.7095
648,4,35.9756,22.0334,8.53024,6.14947,62.2824
648,5,41.0734,15.4405,26.5851,9.76757,220.975
648,6,42.5472,10.0764,7.38941,4.26311,5754.45
649,1,15.0639,134.819,287.848,91.8154,634.97
649,2,19.8958,245.475,60.1152,48.2894,614.254
649,3,26.3918,127.663,46.0974,33.8681,31.7296
649,4,36.3843,24.5479,8.03658,6.05446,16.1364
649,5,40.6797,8.20947,12.5829,4.96811,322.355
649,6,42.2091,13.8886,17.7532,7.79245,848.533
650,1,15.7466,115.319,212.148,74.709,828.138
650,2,19.3644,236.321,64.7358,50.8157,390.868
650,3,28.2012,136.185,37.2209,29.2316,31.9488
650,4,36.6857,27.289,7.78124,6.05477,53.8352
650,5,39.7166,5.79909,11.2763,3.82962,933.317
650,6,42.2931,17.3666,14.6544,7.94781,1312.33
651,1,16.3824,139.316,179.422,78.4229,220.809
651,2,18.8365,255.125,73.3458,56.9681,66.3776
651,3,29.9077,183.471,24.6328,21.7171,18.4388
651,4,36.8571,30.2036,6.83866,5.57613,39.1766
651,5,38.6115,6.40593,10.7756,4.01755,2415.61
651,6,42.4441,18.3254,14.9596,8.23616,4644.62
652,1,16.9453,77.4314,634.242,69.0067,50.0523
652,2,18.3376,109.856,139.668,61.4904,95.7844
652,3,31.3057,156.626,44.4042,34.5961,103.647
652,4,36.7621,8.22861,13.8048,5.15555,264.29
652,5,37.7737,4.55407,42.6989,4.11516,209.273
652,6,42.5526,10.7266,63.2161,9.17051,5621.98
654,1,17.2444,106.196,150.581,62.2763,172.459
654,2,18.059,411.1,75.4839,63.774,76.9176
654,3,31.9122,588.454,55.9309,51.0763,53.8263
654,4,36.4895,25.0639,5.24998,4.34075,45.536
654,5,37.5997,8.34744,8.82264,4.28923,96.7405
654,6,42.5917,18.63,16.8788,8.85561,2056.81
655,1,16.9103,78.5224,623.305,69.7371,0
655,2,18.37,110.977,142.802,62.4471,0
655,3,31.2887,157.077,44.0416,34.3972,0
655,4,36.6731,8.00405,13.5976,5.03832,0
655,5,37.8915,4.37606,41.0954,3.95492,0
655,6,42.5556,10.5673,65.6032,9.10127,0
657,1,16.3419,139.593,176.65,77.9751,169.534
657,2,18.8718,263.463,71.7876,56.4156,146.807
657,3,29.8837,182.363,27.842,24.1543,242.594
657,4,36.7654,30.551,6.31833,5.23555,38.804
657,5,38.7486,6.49209,10.6182,4.02883,50.9563
657,6,42.4512,17.3775,14.6052,7.9356,9648.5
658,1,15.7052,133.141,228.87,84.1741,256.3
658,2,19.3983,230.198,65.2257,50.8247,106.402
658,3,28.1768,138.208,37.255,29.3449,93.3112
658,4,36.6204,28.9061,7.67799,6.06659,26.3312
658,5,39.8301,6.03777,11.32,3.93758,34.1966
658,6,42.3108,16.445,14.7047,7.76312,8809.38
659,1,15.0228,135.052,288.7,92.0104,93.7226
659,2,19.9271,257.67,60.7446,49.1562,143.301
659,3,26.3701,130.416,46.1902,34.1095,128.468
659,4,36.3391,26.1234,7.70313,5.94894,23.546
659,5,40.7417,9.22851,12.7844,5.35963,246.113
659,6,42.2667,12.9915,15.9921,7.16824,1050.01
660,1,14.3034,132.617,342.084,95.5679,69.0298
660,2,20.4512,202.639,53.9724,42.6205,40.3284
660,3,24.5694,125.33,64.6244,42.6385,164.877
660,4,35.9478,23.1306,8.65901,6.30043,29.9885
660,5,41.0532,16.3428,30.3383,10.6213,101.639
660,6,42.6752,9.97146,6.94164,4.09258,52.9099
661,1,13.5565,122.047,354.499,90.7901,159.621
661,2,20.9641,224.514,50.2342,41.0495,44.3182
661,3,22.8564,104.732,84.3999,46.7366,122.459
661,4,35.4438,18.1763,8.42063,5.75464,15.9382
661,5,40.8877,18.5105,69.1156,14.6003,1735.98
661,6,43.4082,27.7057,3.21812,2.88323,59.1291
662,1,12.7949,133.939,362.429,97.797,129.412
662,2,21.3081,84.6807,272.477,64.6032,454.057
662,3,21.4583,160.684,46.9519,36.3348,50.3832
662,4,34.8118,19.5198,10.6916,6.90791,47.5108
662,5,40.626,18.6813,99.4459,15.7269,959.408
662,6,44.1114,24.7149,7.48348,5.74419,49.6638
663,1,12.035,138.962,320.039,96.8915,61.7229
663,2,20.0014,99.4326,491.84,82.7113,189.676
663,3,21.9253,178.394,44.4717,35.5976,81.2233
663,4,34.0334,18.7142,11.5165,7.12923,49.3057
663,5,40.4063,22.9191,15.0006,9.06651,737.401
663,6,44.6865,25.2612,8.2769,6.23424,232.199
664,1,11.296,138.919,384.343,102.038,72.5431
664,2,19.008,121.766,535.027,99.1912,187.911
664,3,22.3563,207.769,44.2126,36.4551,44.0783
664,4,33.099,20.5784,12.9969,7.96584,30.7124
664,5,40.2891,24.9126,31.762,13.9617,955.393
664,6,45.1096,23.4262,7.18285,5.49729,415.742
665,1,10.5997,137.138,504.665,107.835,170.425
665,2,18.3838,117.115,834.805,102.706,78.5648
665,3,22.7427,268.986,44.9713,38.5296,34.5923
665,4,32.0181,20.8452,15.313,8.82796,52.6611
665,5,40.2997,26.9405,47.7742,17.2264,454.648
665,6,45.378,20.9941,5.82419,4.55934,88.5007
666,1,9.96883,142.558,538.509,112.718,90.3483
666,2,18.1523,96.8906,945.732,87.8866,354.065
666,3,23.0768,268.404,42.8005,36.9141,75.2706
666,4,30.8224,24.1695,18.4582,10.4656,45.9092
666,5,40.4343,23.4545,27.2996,12.6157,457.231
666,6,45.5012,17.5966,4.97671,3.8795,275.695
667,1,9.427,146.348,501.368,113.282,127.115
667,2,18.2881,70.7108,669.674,63.9575,152.723
667,3,23.3519,243.941,40.7701,34.9319,30.5437
667,4,29.5678,23.9258,17.2539,10.0247,42.9574
667,5,40.6649,24.3042,47.5109,16.079,891.941
667,6,45.5003,16.6084,4.10307,3.29023,113.754
668,1,8.99676,162.875,495.702,122.594,156.838
668,2,18.7042,61.7838,730.267,56.9643,109.393
668,3,23.5626,228.794,44.6421,37.3537,78.8467
668,4,28.3428,23.0917,25.0277,12.0104,20.5519
668,5,40.9435,27.2069,106.078,21.6533,1068.04
668,6,45.4107,14.6724,2.68856,2.2722,49.5716
669,1,8.69813,167.186,500.11,125.299,103.724
669,2,19.2374,52.7461,816.435,49.5452,314.111
669,3,23.705,174.63,46.7845,36.899,52.9167
669,4,27.2909,24.1347,28.0456,12.9718,16.7327
669,5,41.2048,33.399,82.4006,23.766,6934.49
669,6,45.2841,12.8093,2.65894,2.20188,256.827
670,1,8.54631,170.034,502.417,127.04,135.791
670,2,19.6349,47.3507,983.315,45.1753,196.041
670,3,23.7762,128.822,46.8204,34.3396,154.149
670,4,26.64,26.1713,32.2977,14.4568,67.9358
670,5,41.3741,40.361,48.1139,21.9489,32130.3
670,6,45.1839,13.6707,38.4388,10.0842,375.449
671,1,8.54952,170.026,500.951,126.941,128.187
671,2,19.6407,47.2688,1009.46,45.1544,53.338
671,3,23.775,114.536,45.5884,32.6091,70.3222
671,4,26.63,26.0578,32.335,14.4295,44.9235
671,5,41.393,40.9313,53.8163,23.2488,8808.24
671,6,45.1624,13.294,38.6542,9.89194,916.669
672,1,8.70759,167.112,502.43,125.402,116.527
672,2,19.2511,52.5898,861.616,49.5645,153.654
672,3,23.7014,160.493,45.8173,35.6422,142.449
672,4,27.2648,26.6363,28.1043,13.6753,40.1433
672,5,41.2567,34.4322,85.6109,24.5559,730.134
672,6,45.2243,12.4915,3.19346,2.54327,204.143
673,1,9.01201,163.435,503.441,123.381,71.1625
673,2,18.7202,62.188,807.434,57.7408,168.643
673,3,23.5567,235.294,45.0033,37.7778,152.848
673,4,28.3068,22.9805,25.3233,12.0475,119.469
673,5,41.0183,28.0875,114.58,22.5578,176.011
673,6,45.3226,15.6958,3.57695,2.91308,956.485
674,1,9.44737,148.876,505.056,114.982,110.181
674,2,18.303,72.816,726.985,66.1867,161.936
674,3,23.3435,233.137,41.0327,34.8917,108.285
674,4,29.5267,23.6581,17.342,10.0068,23.0305
674,5,40.7533,24.4267,59.0741,17.2811,1195.32
674,6,45.3927,17.5884,3.51848,2.93195,181.952
675,1,9.99362,144.562,541.827,114.116,157.96
675,2,18.1648,97.865,962.712,88.8345,261.614
675,3,23.0659,256.246,42.8633,36.7208,97.2527
675,4,30.7799,23.8574,18.6099,10.4547,34.4487
675,5,40.5289,24.5466,25.6225,12.5365,6280.6
675,6,45.3803,17.8871,5.74954,4.35098,20.9736
676,1,9.268,148.178,671.88,121.403,197.594
676,2,17.4423,99.0117,1350.89,92.2503,940.451
676,3,23.431,217.036,39.2819,33.2618,290.925
676,4,29.621,24.3035,17.7311,10.2517,32.4058
676,5,40.5658,12.672,20.2466,7.79393,1831.4
676,6,45.5125,14.9797,4.78235,3.62504,30.7137
677,1,9.9971,143.356,542.018,113.371,234.87
677,2,18.162,97.5463,969.272,88.627,2152.95
677,3,23.064,257.105,42.1809,36.236,113.23
677,4,30.7884,23.7029,18.5806,10.4157,94.4773
677,5,40.5308,26.3463,27.8597,13.5409,332.436
677,6,45.3635,17.9781,5.90378,4.44432,662.199
678,1,10.7908,146.93,402.985,107.672,238.67
678,2,19.2511,79.1652,479.028,67.9376,329.422
678,3,22.6428,222.98,43.2953,36.2557,107.435
678,4,31.8369,21.6031,15.4248,8.99925,118.09
678,5,40.6127,25.4548,27.4018,13.1962,517.75
678,6,45.0689,22.5682,5.99768,4.73841,2396.37
679,1,11.6268,143.608,317.094,98.8429,246.777
679,2,20.6488,72.3158,357.656,60.1532,87.8967
679,3,22.1735,220.689,44.8519,37.2761,209.516
679,4,32.7473,20.5996,13.8115,8.26802,36.4397
679,5,40.7999,24.0897,95.3085,19.2293,169.114
679,6,44.6196,24.0588,8.26064,6.14927,10783
680,1,12.4846,139.029,361.024,100.375,477.065
680,2,21.6623,213.278,48.5267,39.5321,111.435
680,3,22.2799,87.1808,98.0927,46.1577,64.3207
680,4,33.5189,22.1688,11.2053,7.44316,76.9098
680,5,41.0584,22.8119,87.1602,18.0799,329.335
680,6,44.0168,20.682,3.44649,2.9542,5027.28
681,1,13.3459,133.141,365.318,97.5785,1354.54
681,2,21.1158,158.916,47.6726,36.6716,79.3809
681,3,24.0657,102.313,78.9981,44.5783,63.7698
681,4,34.1643,21.1907,9.0111,6.32252,28.7772
681,5,41.3297,17.6259,48.8763,12.9543,156.981
681,6,43.2807,32.7285,5.84805,4.96151,1303.53
682,1,14.1955,126.342,334.708,91.7202,633.717
682,2,20.5397,273.934,53.5885,44.8205,219.264
682,3,25.9282,110.066,50.6462,34.6858,61.4967
682,4,34.703,23.2887,9.43606,6.71521,31.9196
682,5,41.461,13.6259,20.1032,8.1213,885.212
682,6,42.5302,10.3608,6.88522,4.1364,987.294
683,1,15.0216,118.1,290.791,83.989,4279.6
683,2,19.9385,357.385,56.4129,48.7222,1188.47
683,3,27.7851,119.079,39.3382,29.5697,71.7311
683,4,35.1585,23.7844,7.71838,5.82733,70.6176
683,5,40.9197,8.06868,10.7578,4.61059,298.182
683,6,42.2789,15.0595,25.6892,9.49395,4271.61
684,1,15.8164,122.696,252.735,82.5974,2087.32
684,2,19.3154,362.892,59.7666,51.3152,329.124
684,3,29.5333,142.947,38.4837,30.3208,30.4802
684,4,35.567,27.2692,5.90294,4.85252,9.17186
684,5,39.8386,6.48193,10.9569,4.07263,2192.14
684,6,42.3986,18.3292,23.1956,10.2386,3387.96
685,1,16.5742,111.139,198.577,71.2578,969.679
685,2,18.6731,417.063,65.2472,56.4205,74.4239
685,3,31.0077,270.075,38.378,33.603,48.274
685,4,36.0032,24.3595,5.13264,4.23939,106.992
685,5,38.6271,6.57791,10.9478,4.10903,3234.23
685,6,42.5244,15.8981,23.331,9.45521,2145.6
686,1,17.2752,106.917,151.107,62.6141,0
686,2,18.0294,397.545,75.7093,63.5976,0
686,3,31.9141,581.702,55.7599,50.8825,0
686,4,36.6044,24.4192,4.63611,3.89637,0
686,5,37.4746,7.913,10.1238,4.44144,0
686,6,42.5929,18.8629,16.7122,8.86127,0
687,1,17.2444,106.196,150.581,62.2763,171.203
687,2,18.059,411.1,75.4839,63.774,68.8311
687,3,31.9122,588.454,55.9309,51.0763,45.9558
687,4,36.4895,25.0639,5.24998,4.34075,49.8212
687,5,37.5997,8.34744,8.82264,4.28923,159.625
687,6,42.5917,18.63,16.8788,8.85561,4472.31
688,1,16.5393,109.671,187.811,69.239,168.453
688,2,18.7042,380.254,59.6921,51.593,93.3484
688,3,30.9984,272.722,38.5045,33.7408,44.5215
688,4,35.9078,24.2038,4.62257,3.8813,55.3773
688,5,38.7555,6.5511,11.2881,4.14534,66.7039
688,6,42.5217,15.5002,23.7429,9.37794,2523.2
689,1,15.7809,120.487,243.301,80.5817,221.081
689,2,19.3448,366.295,62.4608,53.3616,64.6641
689,3,29.5171,144.663,38.949,30.6869,196.477
689,4,35.4985,28.1379,6.20136,5.08145,52.4662
689,5,39.9566,6.26464,11.12,4.00715,67.9756
689,6,42.3995,17.5418,23.2175,9.99225,2592.44
690,1,14.986,124.774,288.025,87.0593,38.8432
690,2,19.9658,370.146,56.4556,48.9844,93.4534
690,3,27.7664,120.172,39.5432,29.7528,89.0981
690,4,35.112,25.0437,7.88509,5.99694,87.3606
690,5,40.9986,7.60343,10.9252,4.48328,56.5231
690,6,42.3111,14.0377,22.4532,8.63755,9294.84
691,1,14.1602,126.241,334.885,91.6804,47.7319
691,2,20.5646,276.239,53.1302,44.5598,39.3696
691,3,25.9103,111.645,50.9173,34.9691,181.67
691,4,34.6747,24.1542,9.46695,6.80128,74.444
691,5,41.4321,14.3023,22.5079,8.74525,152.867
691,6,42.6609,10.5013,4.14096,2.96986,45.1148
692,1,13.3113,132.132,357.436,96.4703,62.5898
692,2,21.1383,225.182,47.9244,39.5147,40.9471
692,3,24.0501,103.173,79.3999,44.8692,116.325
692,4,34.1523,19.9999,8.60884,6.0183,22.9546
